Station,Datetime,Departures,Arrivals,Net_Flow,Risk_Type,Estimated_Bikes_To_Move,Rebalancing_Direction,Priority_Score,Priority_Level
Elm St/ University Ave (East Side),2024-06-05 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Fleet St / Bathurst St,2022-09-01 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Fleet St / Bathurst St,2022-09-09 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Fleet St / Bathurst St,2022-10-04 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Fleet St / Bathurst St,2024-02-02 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Frederick St / King St E,2024-03-20 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Front St E / Cherry St,2024-06-10 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Front St W / Bay St (South Side),2024-05-09 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Front St W / Blue Jays Way,2022-09-15 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Front St W / Blue Jays Way,2024-03-12 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Front St W / Blue Jays Way,2024-03-26 07:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Front St W / Blue Jays Way,2024-04-29 09:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Front St W / University Ave (1),2024-05-08 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Front St W / University Ave (1),2024-05-14 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Front St W / University Ave (1),2024-05-22 23:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Fort York Blvd / Bathurst St - SMART,2024-04-16 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Front St W / University Ave (2),2024-05-21 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Front St W / University Ave (2),2024-06-05 10:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Front St W / Yonge St (Hockey Hall of Fame),2024-05-28 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Fort York  Blvd / Capreol Ct,2024-03-27 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Fort York  Blvd / Capreol Ct,2024-03-27 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Fort York  Blvd / Capreol Ct,2024-04-19 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Fort York  Blvd / Capreol Ct,2024-05-12 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Fort York  Blvd / Capreol Ct,2024-05-21 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Fort York  Blvd / Capreol Ct,2024-06-06 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Front St W / University Ave (2),2022-04-26 07:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / Crawford St,2024-06-05 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St W / Crawford St,2024-06-06 11:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St W / Crawford St,2024-06-07 21:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / Crawford St,2024-06-08 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / Crawford St,2024-06-08 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / Crawford St,2024-06-09 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / St. Patrick St,2024-06-04 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St W / St. Patrick St,2024-06-06 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St W / Yonge St,2022-03-22 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Fleet St / Bathurst St,2024-03-13 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / Yonge St,2022-12-20 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / Yonge St,2024-03-13 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / Yonge St,2024-04-29 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St W / Yonge St,2024-05-14 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / Regent Park Blvd,2024-05-31 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St E / Regent Park Blvd,2024-06-12 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / River St,2024-04-26 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / River St,2024-05-09 07:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / River St,2024-05-29 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / Yonge St,2022-09-14 20:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Fleet St / Bathurst St,2024-05-23 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Fleet St / Bathurst St,2024-05-27 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Fleet St / Bathurst St,2024-05-29 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Fleet St / Garrison Rd (Fort York),2022-09-09 23:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Fleet St / Garrison Rd (Fort York),2022-09-10 23:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Fort York  Blvd / Capreol Ct,2022-07-01 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Fort York  Blvd / Capreol Ct,2022-09-02 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / Yonge St,2024-05-19 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundas St W / Yonge St,2024-06-05 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Elm St/ University Ave (East Side),2024-03-13 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundonald St / Church St,2024-05-29 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
East Liberty St / Western Battery Rd,2024-05-11 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Edward St / Yonge St,2022-08-17 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Edward St / Yonge St,2024-05-18 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Edward St / Yonge St,2024-05-29 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Elizabeth St / Edward St (Bus Terminal),2024-06-10 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Elizabeth St / Elm St,2024-05-10 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Elizabeth St / Elm St,2024-05-30 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Elizabeth St / Elm St,2024-06-10 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Elm St/ University Ave (East Side),2022-09-01 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Dundonald St / Church St,2024-05-21 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Isabella St / Church St,2024-05-26 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Jameson Ave / Queen St W,2024-06-01 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Jarvis St / Carlton St,2024-06-06 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Jarvis St / Dundas St E,2022-08-06 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Jarvis St / Dundas St E,2022-08-10 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Jarvis St / Dundas St E,2022-08-16 23:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Housey St / Dan Leckie Way,2024-01-23 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Housey St / Dan Leckie Way,2024-02-27 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Humber Bay Shores Park / Marine Parade Dr,2022-05-14 23:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Front St E / Bayview Avenue,2024-06-04 07:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Humber Bay Shores Park / Marine Parade Dr,2022-07-17 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Humber Bay Shores Park / Marine Parade Dr,2022-07-28 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Humber Bay Shores Park / Marine Parade Dr,2022-07-28 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Humber Bay Shores Park / Marine Parade Dr,2022-08-01 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Humber Bay Shores Park / Marine Parade Dr,2024-04-06 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Humber Bay Shores Park / Marine Parade Dr,2024-05-10 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Humber Bay Shores Park / Marine Parade Dr,2024-05-18 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Humber Bay Shores Park / Marine Parade Dr,2024-05-19 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Humber Bay Shores Park / Marine Parade Dr,2024-06-09 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Humber Bay Shores Park / Marine Parade Dr,2022-05-28 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Jarvis St / Maitland Pl,2024-03-27 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Jarvis St / Maitland Pl,2024-06-04 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Jarvis St / Richmond St E,2022-09-28 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Jarvis St / Richmond St E,2024-04-10 18:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Jarvis St / Richmond St E,2024-04-23 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Jarvis St / Richmond St E,2024-05-23 11:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Jimmie Simpson Park (Queen St E),2024-05-29 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Joe Shuster Way / King St W,2024-02-29 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Joe Shuster Way / King St W,2024-04-20 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Isabella St / Church St,2022-06-06 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Joe Shuster Way / King St W,2024-06-04 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
John St  / Mercer St - SMART,2024-01-03 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
John St  / Mercer St - SMART,2024-01-10 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Humber Bay Shores Park East,2024-05-11 14:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Humber Bay Shores Park East,2024-05-19 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Humber Bay Shores Park West,2024-05-04 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Huron St / Harbord St,2024-02-07 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Huron St / Harbord St,2024-02-16 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Huron St / Harbord St,2024-04-21 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Joe Shuster Way / King St W,2024-05-19 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
HTO Park (Queens Quay W),2022-08-21 11:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
HTO Park (Queens Quay W),2024-04-15 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
HTO Park (Queens Quay W),2024-05-08 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
HTO Park (Queens Quay W),2024-05-18 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Front St W / Yonge St (Hockey Hall of Fame),2024-06-13 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Front St W / Yonge St (Hockey Hall of Fame),2025-06-07 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Galbraith Rd / King's College Rd,2024-01-23 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
George St / King St E,2022-08-29 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Gerrard Square Mall (1010 Gerrard St E),2024-05-19 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Humber Bay Shores Park / Marine Parade Dr,2024-06-12 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Gibraltar Point Beach,2025-08-03 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Gibraltar Point Beach,2025-08-03 20:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Gibraltar Point Beach,2025-08-04 10:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Gould St / Mutual St,2024-03-04 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Gould St / Mutual St,2024-04-04 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Gould St / Mutual St,2024-04-22 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Gould St / Mutual St,2024-05-24 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Gould St / Yonge St (Ryerson University),2022-08-11 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Frederick St / King St E,2024-06-12 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Gerrard St E / River St,2024-05-20 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
HTO Park (Queens Quay W),2024-05-31 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
HTO Park West,2024-05-28 21:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Hanlan's Point Beach,2025-06-22 15:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Hanlan's Point Beach,2025-08-24 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Hanlan's Point Beach,2025-08-24 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Hanlan's Point Ferry Dock,2025-07-22 12:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Hanlan's Point Ferry Dock,2025-07-25 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Hanlan's Point Ferry Dock,2025-08-04 19:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Hayter St / La Plante Ave,2024-06-05 09:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
HTO Park (Queens Quay W),2022-08-20 16:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
High Park Ave / Dundas St W,2022-07-20 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Gould St / Yonge St (Ryerson University),2022-12-07 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Grand Avenue Park,2025-05-31 22:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
HTO Park (Queens Quay W),2022-04-24 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
HTO Park (Queens Quay W),2022-05-28 13:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
HTO Park (Queens Quay W),2022-06-08 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
HTO Park (Queens Quay W),2022-06-19 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
HTO Park (Queens Quay W),2022-08-04 14:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
HTO Park (Queens Quay W),2022-08-06 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
HTO Park (Queens Quay W),2022-08-20 12:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
High Park Amphitheatre,2024-05-18 19:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Church St  / Wood St,2025-12-17 17:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Church St / Alexander St,2024-05-14 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Church St / Alexander St,2024-05-27 18:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Church St / Bloor St E,2024-03-21 08:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Church St / Bloor St E,2024-05-17 08:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Centre Island Ferry Dock,2025-09-01 15:00:00,0,3,3,Overflow Risk,3,Remove bikes from station,4.1588830833596715,Low
Charles St W / Balmuto St - SMART,2022-08-06 13:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Charles St W / Balmuto St - SMART,2022-08-08 20:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Charles St W / Balmuto St - SMART,2022-08-15 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Dundas St E / River St,2024-06-05 17:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
Cherry Beach,2024-03-12 16:00:00,3,0,-3,Shortage Risk,3,Deliver bikes to station,4.1588830833596715,Low
